point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Microglia2
1,56,831,0,0,0.068592,0.31889,96.626,92.125,8.9904,0.90734,0,1.1179,0.32732,0.10349,0,0.23586,0.056558,0.073406,1.2226,1.0024,0.027677,0,0,0.11312,0,0.028881,0.016847,0.34657,0,0,0.15644,0.044525,0,0.22744,0,0.063779,0,0,0,0,1.2828,0.037304,0.1444,0.6065,1.0397
1,57,1450,0,0,0.095862,0.30897,94.955,86.287,6.2297,0.62552,0,1.129,0.37379,0.32,0,0.23034,0.078621,0.077931,0.87448,1.5469,0.064828,0.048966,0,0.1269,0,0.045517,0.023448,0.3469,0,0,0.13448,0.052414,0,0.25586,0.045517,0.05931,0,0,0,0,1.1876,0.051034,0.16621,0.60759,1.6434
1,58,597,0,0,0.070352,0.16583,86.067,102.33,0.68342,0,0,1.6985,0.36516,0.01675,0,0.27973,0,0.075377,0.59966,0.66164,0.001675,0,0,0.22948,0,0,0.030151,0.92965,0,0,0.053601,0.072027,0.015075,0.70519,0.065327,0.038526,0,0,0,0.0050251,0.58291,0.026801,0.085427,0.46064,0.75377
1,59,1724,0,0,0.082367,0.33179,164.01,109.39,0.91415,0,0,1.8364,0.32947,0,0,0.27262,0,0.091067,0.60151,0.75812,0.011021,0.013341,0,0.25174,0,0,0.017981,0.82425,0,0,0.013341,0.058005,0.00058005,0.66241,0.037123,0.071926,0,0,0,0.044664,0.41299,0.075986,0.36601,0.9942,0.87123
1,60,938,0,0,0.054371,0.18017,87.273,103.9,1.3017,0,0,1.532,0.34648,0,0,0.3081,0,0.085288,0.83689,0.88806,0.026652,0,0,0.21002,0,0,0.017058,0.97868,0,0,0.014925,0.071429,0,0.73454,0.020256,0.056503,0,0,0,0,0.27399,0.078891,0.074627,0.44456,0.98721
1,61,650,0,0,0.070769,0.16462,85.545,94.889,0.43538,0,0,1.7954,0.35385,0,0,0.34923,0,0.13846,0.78769,0.61538,0,0.010769,0,0.19231,0,0,0.027692,1.2108,0,0,0.021538,0.076923,0,0.93846,0,0.081538,0,0.013846,0,0,0.37538,0.064615,0.081538,0.35538,0.68
1,62,1168,0,0,0.044521,0.29538,97.838,95.913,3.9272,0,0,1.2414,0.30736,0.063356,0,0.22089,0,0.068493,0.37158,1.1045,0,0,0,0.17209,0,0.0094178,0.018836,0.63014,0,0,0.019692,0.055651,0.0017123,0.49401,0.041096,0.055651,0,0,0,0,0.10274,0,0.23459,0.68236,1.1455
1,63,646,0,0,0.060372,0.32972,160.19,102.64,0.45046,0,0,2.1749,0.32353,0,0,0.26935,0,0.10681,0.77399,0.67337,0.03096,0,0,0.19505,0,0,0.017028,0.90248,0,0,0.001548,0.055728,0.003096,0.72291,0,0.060372,0,0,0,0,0.05418,0,0.31734,0.91796,0.67337
1,64,2742,0,0,0.070751,0.35412,110.26,108.07,2.2567,0,0,1.3939,0.29468,0.013129,0,0.27352,0,0.084974,0.50802,0.86214,0,0,0,0.24617,0,0,0.016411,0.86032,0,0,0.0040117,0.060175,0,0.72684,0.033552,0.055434,0,0,0,0.016047,0.32458,0.06601,0.36287,0.92925,0.96171
1,65,9251,0,0,0.03805,0.13588,83.852,81.009,0.21619,0.033294,0.00032429,1.4603,0.49941,0.71236,0.018917,0.2604,0.13577,0.079018,0.30299,1.815,0.077505,0.11718,0,0.15847,0,0.02724,0.031348,0.46525,0,0,0.11145,0.067344,0.023673,0.33067,0.064642,0.058264,0,0,0,0,1.9681,0.11837,0.32407,0.73624,1.9981
