point_id,obj_id,obj_size,C,Na,P,S,K,Ca,Fe,Histone H3,SMA,Total Tau,MAP2,Cathepsin D,Podoplanin,CD56,CD31,SV2A,GlnSyn,Iba1,HSP60,CollagenIV,Ki-67,Albumin,CD36,Endoglin_CD105,Amyloid A,VAMP2,GLUT1,vWF,MAG,VGLUT1,VGLUT2,Synaptophysin,CD45,PSD95,Fibrinogen,Gephyrin,CD44,GFAP,8OHG,HLA-DR,Ta,Au,Astrocytes2
1,50,1763,0,0,0.010777,0.0068066,2.1741,0.4515,0.017016,0.011344,0,0.039705,0.0039705,0,0,0.33863,0.060125,0.011344,0.068066,0,0,0.007941,0,0.065797,0,0.026092,0,0.031197,0.11571,0.0062394,0.016449,0.0085082,0.0045377,0.022689,0.01418,0,0.025525,0,0.017016,0.021554,0.0028361,0,0.25865,0.11344,0.08962
1,51,112,0,0,0,0,2.3214,0.46429,0,0,0,0.035714,0.20536,0,0,0.61607,0,0.017857,0.080357,0,0,0,0,0,0,0,0,0.053571,0,0,0.044643,0.017857,0.035714,0.035714,0.017857,0,0,0,0,0.017857,0,0,0.0089286,0.035714,0.098214
1,52,137,0,0,0,0.0072993,2.0292,0.48905,0,0,0,0.051095,0,0,0,0.44526,0,0.036496,0.10219,0,0,0,0,0,0,0,0,0.029197,0,0,0.014599,0,0,0.043796,0.0072993,0,0,0,0,0.0072993,0,0,0.014599,0.058394,0.10949
1,53,252,0,0,0,0.0039683,0.58333,0.21825,0,0,0,0.059524,0,0,0,0.4246,0,0.015873,0.071429,0,0,0,0,0,0,0,0,0.031746,0,0,0.011905,0,0,0.015873,0.0079365,0,0,0,0,0,0,0,0.0039683,0.0079365,0.071429
1,54,392,0,0,0.002551,0.002551,1.7066,0.42092,0,0,0,0.058673,0.012755,0,0,0.54337,0,0.020408,0.063776,0,0,0,0,0,0,0,0,0.048469,0,0,0.043367,0.012755,0.0076531,0.053571,0.020408,0,0,0,0.005102,0.015306,0,0,0.043367,0.10459,0.079082
1,55,109,0,0,0.0091743,0.0091743,1.7339,0.43119,0,0,0,0.11927,0.10092,0,0,0.81651,0,0.073394,0.06422,0,0,0,0,0,0,0,0,0.11927,0,0,0.11927,0.036697,0,0.036697,0.027523,0,0,0,0.0091743,0.036697,0,0,0.027523,0.018349,0.10092
1,56,100,0,0,0,0,2.13,0.43,0,0,0,0.03,0.01,0,0,0.38,0.04,0.02,0.08,0,0,0.01,0,0.7,0,0,0,0.07,0.44,0,0.02,0.02,0,0.01,0,0,0.14,0,0.01,0.01,0,0,0.01,0.03,0.09
1,57,488,0,0,0.016393,0.0040984,0.78689,0.29918,0,0,0,0.055328,0,0,0,0.27254,0,0.0061475,0.079918,0.0020492,0,0,0,0,0,0,0,0.043033,0,0,0.020492,0,0.0040984,0.02459,0.012295,0,0,0,0,0.0040984,0,0,0.036885,0.063525,0.084016
1,58,255,0,0,0.015686,0.011765,1.851,0.39216,0,0.019608,0,0.043137,0,0,0,0.61569,0,0.039216,0.066667,0,0,0,0,0,0,0,0,0.094118,0,0,0,0.0039216,0.0078431,0.039216,0.023529,0,0,0,0.0039216,0.035294,0,0,0.011765,0,0.10196
1,59,113,0,0,0,0.0088496,2.0885,0.53982,0,0,0,0.061947,0,0,0,0.52212,0,0.044248,0.079646,0,0,0,0,0,0,0,0,0.088496,0,0,0,0.017699,0.017699,0.070796,0.026549,0,0,0,0,0.0088496,0,0,0.017699,0.017699,0.088496
